event_id_cnty,event_date,state_clean,location,event_type,notes_short,fatalities,kidnapped_count,fatalities_combatants,fatalities_security_forces,fatalities_civilians,civilian_targeting,is_duplicate,corrected_kidnapped_count,corrected_fatalities,corrected_combatants,corrected_security,corrected_civilians,corrected_duplicate,review_note
NIG13276,2018-10-27,Borno,Gashigar,Battles,27 October. IS-aligned Boko Haram members attacked a military base in Gashigar on 27 October. The fighting lasted until ...,1,0.0,0.0,1.0,0.0,No,No,,,,,,,
NIG13279,2018-10-28,Kaduna,Kaduna,Strategic developments,28 October. The Airforce deployed additional forces to Kaduna following insecurity in the state earlier in the month.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13280,2018-10-28,Borno,Gashigar,Battles,28 October. IS-aligned Boko Haram members attacked a military base in Gashigar on 27 October. The fighting lasted until ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13282,2018-10-29,FCT,Abuja,Riots,"On 29 October 2018, hundreds of IMN members attempted to hold a mourning procession and demonstrate in Abuja against the...",39,0.0,0.0,0.0,39.0,No,No,,,,,,,
NIG13283,2018-10-29,Delta,Ewu II,Protests,29 October. Ewu Urhobo women blocked (unspecified means) the Ewu-Ughelli road to protest against attacks and sexual viol...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13290,2018-10-30,Kogi,Lokoja,Protests,30 October. Labour groups demonstrated in Lokoja to demand a new national minimum wage.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13291,2018-10-30,Sokoto,Sokoto,Riots,"30 October. APC members reportedly targeted PDP supporters outside of a cinema in Sokoto, setting fire to cars and vanda...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13286,2018-10-30,FCT,Abuja,Riots,"On 30 October 2018, IMN supporters and security forces continued to clash in Abuja. The demonstrators threw objects at p...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13287,2018-10-30,FCT,Abuja,Protests,30 October. Union groups protested in Abuja calling for a new national minimum wage.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13288,2018-10-30,Kogi,Oziwawa,Protests,30 October. Members of the NLC demonstrated in Kogi demanding a new minimum wage.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13289,2018-10-30,Osun,Oshogbo,Protests,30 October. Union groups in Oshogbo demonstrated demanding a new national minimum wage.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13285,2018-10-30,Benue,Makurdi,Protests,30 October. Groups in Makurdi protested calling for justice in the case of a young girl who died from medical complicati...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13284,2018-10-30,Anambra,Oko,Protests,30 October. Women from Orumba North and South demonstrated in Oko. The women expressed their frustrations with erosion c...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13297,2018-10-31,Katsina,Batsari,Riots,31 October. An armed group attempted to attack Sabon Garin Dumburawa (no coordinates available) but retreated when the v...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13298,2018-11-01,Ekiti,Ado-Ekiti,Riots,"01 November. The former PDP secretary of Ekiti, along with some supporters, seized the Secretariat office in Ado-Ekiti f...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13357,2018-11-01,Kaduna,Kaduna,Battles,08 October-19 November. Military forces killed 14 criminals and cattle rustlers during operations in Kaduna. They also s...,2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG13299,2018-11-01,Taraba,Serti,Strategic developments,"01 November (on or before). The military dismantled a youth combat training camp, with at least 300 members, in Serti. M...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13845,2018-11-03,Borno,New Marte,Explosions/Remote violence,"On 3 November 2018, the explosion of an explosive device (likely planted by Boko Haram) in New Marte led to the death of...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13305,2018-11-05,Borno,Kumshe,Battles,"On 5 November 2018, Boko Haram (JAS) attacked soldiers in Kumshe (Bama, Borno). IS-backed Boko Haram claimed responsibil...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13306,2018-11-05,Kogi,Lokoja,Protests,05 November. Staff of the Federal University in Lokoja protested over continual delays in salary payments.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13310,2018-11-05,Delta,Urhobo Camp,Protests,05 November. Women from the Ewu Urhobo community blocked (means unspecified) the Ewu-Edjokota road to protest against at...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13309,2018-11-05,Anambra,Onitsha,Protests,"05 November. Police officers, retired officers, and their families blocked (unspecified means) a road in Onitsha to prot...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13303,2018-11-05,Borno,Maiduguri,Explosions/Remote violence,05 November. The Airforce launched strikes on Boko Haram bases in Ngwuri Gana (no coordinates available). 'Several' memb...,10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG13304,2018-11-05,Borno,Kukawa,Battles,05 November. Boko Haram IS attacked the military base and market in Kukawa. Sixteen soldiers went missing and one civili...,16,0.0,0.0,15.0,1.0,No,No,,,,,,,
NIG13315,2018-11-06,Ondo,Igbokoda,Protests,"06 November. A group of youth under the name of Ilaje Advancement Forum, protested in Igbokoda over the NDDC's abandonme...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13316,2018-11-06,Anambra,Awka,Protests,06 November. Groups protested against Anglican Bishop Owen Nwoko in Awka. The bishop has an on-going dispute with the st...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13313,2018-11-06,FCT,Abuja,Battles,"06 November. Armed men broke into Senator Ekweremadu's home in Abuja, leading to a fire exchange with him and his securi...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13318,2018-11-07,Ogun,Ebute,Battles,"On 7 November 2018, customs officers shot and killed a civilian in Ebute (Egbado North, Ogun) during a scuffle between t...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13319,2018-11-07,Yobe,Bujimirum,Battles,"On 7 November 2018, suspected ISWAP who arrived in 3 pickup trucks clashed with soldiers when they attacked Katarko vill...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13322,2018-11-08,Delta,Asaba,Protests,"08 November. Ex-Niger Delta Agitators, who participated in the Amnesty program, protested in Asaba over suspected plans ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13323,2018-11-08,Anambra,Awka,Protests,08 November. ATAC members demonstrated against increased levies imposed by the Anambra government on truck drivers.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13324,2018-11-08,Lagos,Ikeja,Protests,08 November. Ikeja youth protested against the power outage that the community has faced for the past month.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13325,2018-11-08,Borno,Maiduguri,Protests,08 November. Pensioners blocked roads in Maiduguri and blocked (means unspecified) access to the post office. The demons...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13321,2018-11-08,Yobe,Kagarko,Battles,08 November. The military repelled an attack by Boko Haram on its base in Kagarko (coordinates are approximate based on ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG27796,2018-11-08,Borno,Maiduguri,Battles,"On 8 November 2018, suspected Boko Haram/ ISWAP militants ambushed a convoy of Nigerian soldiers and civilians on a mili...",9,0.0,0.0,0.0,9.0,No,No,,,,,,,
NIG13326,2018-11-09,Borno,Maiduguri,Explosions/Remote violence,09 November. The air force launched strikes on Boko Haram camps in Talala (no coordinates available). 'Several' members ...,10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG13329,2018-11-09,Borno,Gudumbali,Battles,09 November. Military forces pushed Boko Haram out of Guzamala and recaptured villages in the area. Two Boko Haram leade...,2,0.0,2.0,0.0,0.0,No,No,,,,,,,
NIG13358,2018-11-10,Kaduna,Kaduna,Battles,08 October-19 November. Military forces killed 14 criminals and cattle rustlers during operations in Kaduna. They also s...,2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG13359,2018-11-11,Cross River,Odukpani,Battles,"11 November. Communal clashes broke out between the Mbiabo, Ediong, Obomitiat Edere, and Idim Ndeom Eki communities in t...",12,0.0,0.0,0.0,12.0,No,No,,,,,,,
NIG13333,2018-11-13,Bayelsa,Yenagoa,Protests,13 November. Students from NANS and the National Union of Bayelsa Students demonstrated in Yenagoa against the murder of...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13335,2018-11-13,Borno,Maiduguri,Strategic developments,13 November. Military forces captured a 19 year old female Boko Haram suicide bomber as she tried to make her way into M...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13342,2018-11-14,Cross River,Itigidi,Strategic developments,14 November. Police were deployed in Abi communities to restore normalcy following communal clashes.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13344,2018-11-14,FCT,Abuja,Protests,"14 November. Members of the 'Rebirth of Nigeria' stormed the National Assembly, calling for an overhaul of the national ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13445,2018-11-14,Kaduna,Kidandan,Strategic developments,14 November (on or around). A communal militia along with soldiers raided the house of a Fulani in Kidandan. They burned...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13338,2018-11-14,Borno,Buk,Explosions/Remote violence,14 November. The air force carried out strikes on a Boko Haram camp in Buk.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13339,2018-11-14,Borno,Sambisa Forest Reserve,Explosions/Remote violence,"14 November. The air force launched operation Green Sweep, targeting Boko Haram sites near Sambisa.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13348,2018-11-15,FCT,Abuja,Protests,"15 November. Members of IMN demonstrated in Abuja, calling for the release of Zakzaky. The protesters also said seven fe...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13346,2018-11-15,Anambra,Awka,Strategic developments,"15 November. Police barricaded the Anambra State Assembly, following the impeachment of the Assembly speaker and electio...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG1555,2005-06-07,Rivers,Degema,Protests,Protesters shut down flow station,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13341,2018-11-15,Borno,Kareto Town,Battles,15 November. IS-aligned Boko Haram members attacked the military base in Karetu. Soldiers were initially forced to retre...,3,0.0,0.0,3.0,0.0,No,No,,,,,,,
NIG13360,2018-11-15,Borno,Tumbun Rego,Explosions/Remote violence,15 November. Air forces launched strikes on a Boko Haram site 3km southwest of Tumbun Rego. Vehicles and supplies were d...,10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG13350,2018-11-16,Imo,Owerri,Riots,16 November. Police barricaded roads and lit fires in Owerri to protest their eviction from their housing units. They al...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13349,2018-11-16,Borno,Kekeno,Battles,16 November. Boko Haram attacked a military base in Kekeno. The groups clashed for three hours but with the help from re...,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13353,2018-11-17,Imo,Owerri,Riots,17 November. Police in Owerri continued to barricade roads and set-up fires to protest their eviction from housing units...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13352,2018-11-17,Borno,Maiduguri,Battles,"17 November. Ahmed Sale, the Chief of Media for Boko Haram's Barnawi faction (coded as ISWAP) was killed by a joint mili...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13363,2018-11-17,Borno,Mainok,Battles,"17 November. IS-aligned Boko Haram members attacked a military base in Mainok, killing one soldier.",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13367,2018-11-18,Bauchi,Lushi,Riots,18 November. Youth in Lushi threw stones at each other and burned down homes after a dispute over a woman escalated. Fou...,4,0.0,0.0,0.0,4.0,No,No,,,,,,,
NIG13366,2018-11-18,Bauchi,Bauchi,Strategic developments,"18 November. Following fatal clashes between rivals over a woman, the government imposed a dusk till dawn curfew in Kaga...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13365,2018-11-18,Borno,Metele,Battles,"18 November. IS-aligned Boko Haram members attacked a military base in Metele, over running the base until air force rei...",43,0.0,0.0,3.0,40.0,No,No,,,,,,,
NIG13846,2018-11-18,Borno,Gajiram,Battles,"On 18 November 2018, Boko Haram launched an attack on a military base in Gajiram.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13446,2018-11-19,Delta,Warri,Battles,"On 19 November 2018, in Warri town, a political leader of the APC threatened to openly kill a well known PDP political m...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13372,2018-11-19,Oyo,Ibadan,Protests,19 November. Parents and members of the Muslim Community of Oyo state protested the ban of Hijabs by the University of I...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13369,2018-11-19,Kaduna,Kaduna,Battles,08 October-19 November. Military forces killed 14 criminals and cattle rustlers during operations in Kaduna. They also s...,2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG13447,2018-11-20,Lagos,Lagos,Battles,"On 20 November 2018, in Lagos, APC and PDP groups clashed over a political power struggle, leaving one PDP member dead.",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13374,2018-11-20,Katsina,Gora,Battles,"20 November. After a Pastoralist militia was killed in a retaliatory attack, pastoralists attacked Gora. 11 people were ...",11,0.0,0.0,0.0,11.0,No,No,,,,,,,
NIG13373,2018-11-20,Katsina,Gora,Battles,20 November. After villagers in Gora learned that a farmer was killed by a pastoralist they killed the suspected perpetr...,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13847,2018-11-20,Borno,Metele,Battles,"On 20 November 2018, IS-affiliated Boko Haram (ISWAP) militants attacked the army barracks in Metele, killing five soldi...",5,0.0,0.0,5.0,0.0,No,No,,,,,,,
NIG13376,2018-11-21,FCT,Abuja,Protests,21 November. The Bring Back Our Girls movement held a demonstration in Abuja.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13452,2018-11-22,Bayelsa,Brass,Battles,"On 22 November 2018, in Brass town, APC and PDP political parties clashed (assumed armed). The number of injuries was no...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13377,2018-11-22,Delta,Ughelli,Battles,22 November. Afisiere and Ogbonwan youth clashed over construction employment opportunities. Seven people were reportedl...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13379,2018-11-22,FCT,Maitama,Protests,"22 November. Youth from Edo, Delta, Ondo and Ekiti stormed the Ministry of Electricity in Maitama to protest the renewal...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13378,2018-11-22,Oyo,Ibadan,Protests,22 November (on or before). Parents of Ibadan International School protested against students wearing the hijab to schoo...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13380,2018-11-22,Ekiti,Ado-Ekiti,Strategic developments,22 November. The government of Ekiti announced that herders found carrying arms will be arrested and prosecuted.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13848,2018-11-23,Borno,Maiduguri,Battles,"Between 9 November and 8 December 2018, Shekau Boko Haram fighters attacked an army base in the village of Aga Mandari (...",5,0.0,0.0,5.0,0.0,No,No,,,,,,,
NIG13381,2018-11-23,Anambra,Nnewi,Battles,"23 November. IPOB members demonstrated in Nnewi, and attacked police with machetes and stones when police attempted to i...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13382,2018-11-23,Borno,Metele,Battles,23 November. Military forces sent to retrieve the bodies of those killed in Metele on 18/11 were ambushed by Boko Haram ...,6,0.0,0.0,6.0,0.0,No,No,,,,,,,
NIG13384,2018-11-23,Borno,Kangarwa,Battles,23 November. IS-aligned Boko Haram members attacked and gained control of Kangarwa.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG1616,2005-08-30,Edo,Benin City,Riots,University of Benin students riot over fuel prices,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13453,2018-11-24,Rivers,Bakana,Riots,"On 24 November 2018, in Bakana town, PDP workers clashed with APC workers on their way back from a campaign event.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13387,2018-11-24,Delta,Ogor,Riots,24 November. Aggrieved members of a family and community brought the body of a farmer killed by a herder in Edjokota to ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13385,2018-11-24,Benue,Lessel,Battles,24 November. Following the murder of a local motorbike driver who refused to hand over the keys of his bike to a group o...,13,0.0,0.0,0.0,13.0,No,No,,,,,,,
NIG13849,2018-11-24,Borno,Arege,Battles,"On 24 November 2018, IS-affiliated Boko Haram (ISWAP) militants attacked Nigerian soldiers in Arege, injuring a number o...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13456,2018-11-25,Bayelsa,Brass,Protests,"On 25 November 2018, in Brass town, women and community stakeholders staged a protest for unknown reasons.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13455,2018-11-25,Delta,Isiokolo-Agbon,Strategic developments,"On 25 November 2018, in Isiokolo-Agbon town, political militias stormed a political meetings called by the state PDP cha...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13388,2018-11-25,Borno,Tumbun Rego,Explosions/Remote violence,25 November. The air force launched airstrikes on Boko Haram targets associated with the Metele attack. Strikes were car...,4,0.0,0.0,0.0,4.0,No,No,,,,,,,
NIG13389,2018-11-25,Borno,Kangarwa,Explosions/Remote violence,25 November. The air force launched airstrikes on Boko Haram targets associated with the Metele attack. Strikes were car...,3,0.0,0.0,0.0,3.0,No,Flagged by dedup,,,,,,,
NIG13390,2018-11-25,Borno,Mainok,Explosions/Remote violence,25 November. The air force launched airstrikes on Boko Haram targets associated with the Metele attack. Strikes were car...,3,0.0,0.0,0.0,3.0,No,Flagged by dedup,,,,,,,
NIG13457,2018-11-26,Rivers,Port Harcourt,Protests,"On 26 November 2018, in Port Harcourt city, women from the opposition party APC staged a demonstration protesting the sp...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13392,2018-11-26,Delta,Ughelli,Battles,26 November. Members of the Ekuigbo and Otor Iwhereko communities clashed over control of the Ughelli market. Two people...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13391,2018-11-26,Adamawa,Gulak,Battles,26 November. Soldiers killed a female member of Boko Haram wearing a suicide vest at a check-point in Gulak.,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13395,2018-11-27,Abia,Umuahia,Protests,"27 November. Employees of Abia State University Teaching Hospital protested over delayed salary and pension payments, wh...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13397,2018-11-27,Kaduna,Gidan-Waya,Riots,27 November (on or before). Students from the Kaduna State College of Education protested against the postponement of ex...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
