event_id_cnty,event_date,state_clean,location,event_type,notes_short,fatalities,kidnapped_count,fatalities_combatants,fatalities_security_forces,fatalities_civilians,civilian_targeting,is_duplicate,corrected_kidnapped_count,corrected_fatalities,corrected_combatants,corrected_security,corrected_civilians,corrected_duplicate,review_note
NIG13018,2018-08-22,Plateau,Bokkos,Violence against civilians,"Around 22 August 2018, policemen allegedly tortured a youth to death over a missing phone in Bokkos Local Government Are...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13039,2018-08-28,Plateau,Wereh,Violence against civilians,"28 August. Armed Fulani attacked the village of Wereh, killing three civilians. The coordinates are approximate.",3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG14076,2018-08-28,Lagos,Ketu,Protests,28 August. Eiye cult group members protest in Ketu of Epe LGA over the arrest of some of their members. Police intervene...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13036,2018-08-28,Delta,Okpe,Violence against civilians,"28 August. Unidentified gunmen shot and killed Blessing Oguori, the former councilor of the Ughelli South government in ...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13037,2018-08-28,Plateau,Foron,Violence against civilians,"28 August. A Fulani militia attacked the village of Abonong, killing a pastor, his wife and their three children, as wel...",7,0.0,0.0,0.0,7.0,Yes,No,,,,,,,
NIG13061,2018-08-29,Adamawa,Bare,Violence against civilians,29 August. PDP Chairman Charles Chrisanthus was killed by members of an armed Fulani group in Bare. Police reportedly ar...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG14373,2018-09-01,Edo,Aiyetoro,Violence against civilians,"01 September. 4 people, including the APC chairman of Akoko-Edo are abducted by an unidentified armed group in Aiyetoro ...",0,4.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13065,2018-09-02,Enugu,Obolo,Violence against civilians,"02 September. The chairman of the Nigerian Bar Association, Emmanuel Emeka Agundu, was killed in Obollo Afor by unidenti...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13064,2018-09-02,Plateau,Du,Violence against civilians,"02 September. Fulani attacked Lopandet Dwei in Du district of Jos South, resulting in 11 confirmed fatalities. Other sou...",11,0.0,0.0,0.0,11.0,Yes,No,,,,,,,
NIG13071,2018-09-04,Plateau,Ropp,Violence against civilians,04 September. Fulani killed five at a mining site near Gana-Ropp in Barkin Ladi.,5,0.0,0.0,0.0,5.0,Yes,No,,,,,,,
NIG13074,2018-09-05,Borno,Gwoza,Violence against civilians,05 September. Boko Haram hijacked a bus near Gwoza and kidnapped the passengers on board. The bus was travelling in a co...,0,25.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13080,2018-09-06,Plateau,Nding,Violence against civilians,"06 September. An armed group of Fulani attacked the village of Nding Suisut, killing two.",2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG21815,2021-08-23,Rivers,Gwara,Violence against civilians,"On 23 August 2021, unidentified armed militias attacked and killed three persons in Gwara (Khana, Rivers). The reason fo...",3,0.0,0.0,0.0,3.0,Yes,Flagged by dedup,,,,,,,
NIG13097,2018-09-12,Zamfara,Badarawa,Violence against civilians,12 September. An armed group attacked the village of Badarawa. The Speaker of the states House of Assembly reported 11 f...,6,0.0,0.0,0.0,6.0,Yes,No,,,,,,,
NIG13095,2018-09-12,Anambra,Nteje,Protests,12 September. Youth in Nteje gathered again to protest the death of a local the day prior. The youth blocked (means unsp...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13103,2018-09-13,Adamawa,Bolki,Violence against civilians,"13 September. Armed herders attacked Gon, Nzumosu, Bolki, Nyanga, and Bukuto villages in Numan. Bolki was burned during ...",4,0.0,0.0,0.0,4.0,Yes,No,,,,,,,
NIG13104,2018-09-13,Adamawa,Gon,Violence against civilians,"13 September. Armed herders attacked Gon, Nzumosu, Bolki, Nyanga, and Bukuto villages in Numan. A total of 18 civilians ...",4,0.0,0.0,0.0,4.0,Yes,Flagged by dedup,,,,,,,
NIG13106,2018-09-13,Adamawa,Nzumosu,Violence against civilians,"13 September. Armed herders attacked Gon, Nzumosu, Bolki, Nyanga, and Bukuto villages in Numan. A total of 18 civilians ...",3,0.0,0.0,0.0,3.0,Yes,Flagged by dedup,,,,,,,
NIG13105,2018-09-13,Adamawa,Nyanga,Violence against civilians,"13 September. Armed herders attacked Gon, Nzumosu, Bolki, Nyanga, and Bukuto villages in Numan. A total of 18 civilians ...",3,0.0,0.0,0.0,3.0,Yes,Flagged by dedup,,,,,,,
NIG13101,2018-09-13,Adamawa,Bukuto,Violence against civilians,"13 September. Armed herders attacked Gon, Nzumosu, Bolki, Nyanga, and Bukuto villages in Numan. A total of 18 civilians ...",4,0.0,0.0,0.0,4.0,Yes,Flagged by dedup,,,,,,,
NIG13107,2018-09-13,Nasarawa,Sofiyo,Violence against civilians,"13 September. Armed men reportedly killed eight persons in Sofiyo. No further details provided. However, there was confl...",8,0.0,0.0,0.0,8.0,Yes,No,,,,,,,
NIG13112,2018-09-14,Rivers,Obigbo,Violence against civilians,14 September. Suspected members of IPOB reportedly kidnapped four drivers and burned 15 trucks in Oyibo. Some speculate ...,0,4.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13113,2018-09-14,Plateau,Turu,Violence against civilians,"14 September. Three young herders, hired to care for 70 cattle were attacked. Two of the boys were killed by the cattle ...",2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG13115,2018-09-14,Enugu,Agbani,Violence against civilians,14 September. Reverend Okafor was detained by suspected members of the anti-robbery squad who appeared to be wearing pol...,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13120,2018-09-15,Nasarawa,Shefan Abakwa,Violence against civilians,"15 September. During the weekend an unidentified armed group attacked Shafa Abakpa, an Egbura village. Many were reporte...",3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG13443,2018-09-15,Kaduna,Kidandan,Violence against civilians,"In the month of September, a communal armed group from Giwa attacked Fulani in Kidandan (Giwa, Kaduna), stealing their l...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13119,2018-09-15,Borno,Rann,Violence against civilians,"15 September, on or about. Boko Haram released a video on 17 Sept. showing the murder of ICRC midwife, Saifura Khorsa. K...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13126,2018-09-16,Rivers,Isiokpo,Violence against civilians,16 September. Unidentified armed men attacked PANDEF's Deputy National Chairman on the road between Elele and Isiokpo. T...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13444,2018-09-17,Kaduna,Kidandan,Violence against civilians,"17 September. Two days after the attack on Fulani in Kidandan (coded as 15 September precision 3), a Fulani man who retu...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13133,2018-09-19,Abia,Okpuala,Violence against civilians,19 September. Unidentified armed men attacked an APC meeting in Okpuala. The motive for the attack remains unknown. Ten ...,10,0.0,0.0,0.0,10.0,Yes,No,,,,,,,
NIG13130,2018-09-19,Borno,Kalari,Violence against civilians,"19 September. Boko Haram attacked the villages of Kaleri, Dalori, and Amarwa (approx. coordinates), killing nine while l...",3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG13131,2018-09-19,Borno,Dalori,Violence against civilians,"On 19 September 2018, Boko Haram attacked the villages of Kaleri, Dalori, and Amarwa (approx. coordinates), killing nine...",3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG13132,2018-09-19,Borno,Amarwa,Violence against civilians,"19 September. Boko Haram attacked the villages of Kaleri, Dalori, and Amarwa (approx. coordinates), killing nine while l...",3,0.0,0.0,0.0,3.0,Yes,Flagged by dedup,,,,,,,
NIG13138,2018-09-21,Benue,Zaki Biam,Violence against civilians,21 September. Suspected members of the Terwase Akwaza militia strangled five men to death during an attack on Tse Vue in...,5,0.0,0.0,0.0,5.0,Yes,No,,,,,,,
NIG13139,2018-09-22,Lagos,Lagos,Violence against civilians,23 September. An unidentified armed group attacked a Swiss shipping vessel traveling between Lagos and Port Harcourt. Th...,0,12.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13140,2018-09-22,Osun,Ifon,Violence against civilians,"On 22 September 2018, an unidentified armed group attacked an INEC polling station in Orolu Iga, coded to Ifon (Orolu, O...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13143,2018-09-24,Osun,Oshogbo,Violence against civilians,"24 September (on or around). Armed members of the APC attacked the PDP chieftain, Alhaji Fatai Oyedele (aka Diekola). Di...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13154,2018-09-27,Plateau,Jos,Violence against civilians,"27 September. Armed men attacked Jos, firing at civilians indiscriminately. Nine people were killed and several others w...",9,0.0,0.0,0.0,9.0,Yes,No,,,,,,,
NIG13152,2018-09-27,Bayelsa,Brass,Violence against civilians,"27 September (no precise date reported). PDP members reported that APC supporters attacked their secretariat, members, a...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG26850,2018-09-27,Kaduna,Birnin Gwari,Violence against civilians,"On 27 September 2018, an unidentified armed group, presumably from a Kaduna militia, abducted 16 miners after their vehi...",0,16.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13158,2018-09-28,Benue,Tseabenga,Violence against civilians,"28 September. Unidentified armed men on motorbikes indiscriminately shot at the Agena (Tseabenga) market, before driving...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13159,2018-09-28,Benue,Agbaaye,Violence against civilians,"28 September. After attacking the Agena (Tseabenga) market, unidentified armed men on motorbikes shot and killed five ci...",5,0.0,0.0,0.0,5.0,Yes,No,,,,,,,
NIG13163,2018-09-29,Plateau,Jol,Violence against civilians,29 September. Fulani attacked hamlets in Jol. One person was killed during the attacks.,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13162,2018-09-29,Benue,Okpoga,Violence against civilians,"29 September. Suspected members of the Olo community attacked Okpoga. The police confirmed six deaths, while a local res...",6,0.0,0.0,0.0,6.0,Yes,No,,,,,,,
NIG13173,2018-10-02,Plateau,Jol,Violence against civilians,02 October. Suspected herders killed 13 civilians during an attack on Jol. Several others were wounded during the attack...,13,0.0,0.0,0.0,13.0,Yes,No,,,,,,,
NIG13177,2018-10-03,Plateau,Ariri,Violence against civilians,"03 October. Suspected herders attacked the village of Ariri, killing 19 people. Coordinates are approximate (based on re...",19,0.0,0.0,0.0,19.0,Yes,No,,,,,,,
NIG13178,2018-10-03,Delta,Asaba,Violence against civilians,03 October. Two students from the Federal College of Education in Asaba were killed in unclear circumstances during the ...,2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG13180,2018-10-04,Niger,Suleja,Violence against civilians,04 October. The Chairman of the Suleja local government was kidnapped by unidentified armed men.,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13198,2018-10-09,Plateau,Jos,Violence against civilians,09 October. A group of unidentified armed men abducted a woman from her house in Jos.,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13207,2018-10-11,Lagos,Lagos,Riots,"11 October. An angry mob set a tanker on fire in Lagos. The incident occurred after the tanker hit a motorcyclist, killi...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13208,2018-10-11,Delta,Ogbe-Ijoh,Violence against civilians,11 October. An Ogbe Ijoh resident was injured during an attack on the community. Members of the neighboring Urhobo commu...,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13212,2018-10-13,Sokoto,Sokoto,Violence against civilians,"On 13 October 2018, unidentifed armed militias attacked Governor Tambuwal's motorcade in Sokoto (Sokoto, Sokoto). One ci...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG21823,2021-08-26,Zamfara,Zurmi,Violence against civilians,"On 26 August 2021, armed militias attacked, killed one person and abducted seven others in three villages in Zurmi (Zurm...",1,7.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13220,2018-10-15,Borno,Maiduguri,Violence against civilians,"15 October (on or around). Boko Haram's IS-aligned faction killed Hauwa Mohammed Liman, an ICRC employee whom had been a...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13227,2018-10-16,Adamawa,Numan,Violence against civilians,16 October (on or before). An armed group from the Bali and Bachama communities attacked a truck traveling between Numan...,5,0.0,0.0,0.0,5.0,Yes,No,,,,,,,
NIG13229,2018-10-16,Ekiti,Otun,Violence against civilians,"16 October. The APC Ekiti State Treasurer, Moses Adeoye was killed by unidentified armed men at his home in Otun.",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13230,2018-10-16,Ebonyi,Okposhi Mgbo,Violence against civilians,16 October. An Agila militia attacked two Mgbo villages. There are on-going land disputes between the Ebonyi community a...,5,0.0,0.0,0.0,5.0,Yes,No,,,,,,,
NIG13240,2018-10-18,Plateau,Du,Violence against civilians,"18 October. A woman in Doi village, in the Du area, was killed by soldiers. The military has been accused of harassing t...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13244,2018-10-19,Kaduna,Kachia,Violence against civilians,19 October. The traditional ruler of the Adara chiefdom and his wife were kidnapped by unknown assailants. Four people w...,4,0.0,0.0,0.0,4.0,Yes,No,,,,,,,
NIG26854,2018-10-20,Nasarawa,Lafia,Violence against civilians,"On 20 October 2018, two journalists were abducted at an undisclosed location in Nassarawa state, location coded as Lafia...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13242,2018-10-20,Borno,Kalle,Violence against civilians,"20 October. Boko Haram attacked farmers tending to their fields in Kalle, 17 km from Maiduguri (approx coordinates used)...",12,0.0,0.0,0.0,12.0,Yes,No,,,,,,,
NIG13243,2018-10-20,Borno,Kuwa-Yangewa,Violence against civilians,20 October. Boko Haram attacked farmers in Kuwa-Yangewa village on the Maiduguri-Damboa road (approx coordinates used at...,2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG13246,2018-10-21,Ogun,Ipokia,Riots,21 October. A vigilante group in Magbara village (no coordinates available- near Idi-Iroko) caught a man raping a young ...,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13247,2018-10-21,Borno,Dalakaleri,Violence against civilians,"21 October. Boko Haram attacked Fuguri, Dala Maleri, and Famari. Two people were killed (disaggregated as 1 fatality for...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG26789,2021-08-12,Edo,Oka,Violence against civilians,"On 12 August 2021, Amagba and Obazagbon militias attacked Oke-Oroma (Ikpoba Okha, Edo) coded as Oka, shooting sporadical...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13248,2018-10-21,Borno,Fuguri,Violence against civilians,"21 October. Boko Haram attacked Fuguri, Dala Maleri, and Famari. Two people were killed (disaggregated as 1 fatality for...",1,0.0,0.0,0.0,1.0,Yes,Flagged by dedup,,,,,,,
NIG13249,2018-10-21,Borno,Famari,Violence against civilians,"21 October. Boko Haram attacked Fuguri, Dala Maleri, and Famari. Two people were killed (disaggregated as 1 fatality for...",0,0.0,0.0,0.0,0.0,Yes,Flagged by dedup,,,,,,,
NIG13252,2018-10-22,Borno,Mifah,Violence against civilians,"22 October. Boko Haram members of Shekau's faction attacked the village of Mifah, located 7km from Chibok (approx. Coord...",2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG13257,2018-10-23,Akwa Ibom,Uduk Usung,Riots,23 October. An angry mob beat and then burned to death three men accused of attempted robbery in Uduk Usung.,3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG13256,2018-10-23,Adamawa,Lafia,Violence against civilians,On 23 October 2018 (on or around). Waja gunmen launched a reprisal attack on the Longuda community after the body of at ...,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13255,2018-10-23,Adamawa,Lafia,Violence against civilians,"On 23 October 2018 , at least one (possibly three) dead Waja members' bodies were discovered on land belonging to the Lo...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13266,2018-10-26,Kaduna,Kachia,Violence against civilians,26 October (on or before). Unknown assailants who had abducted the Adara monarch and his wife on Oct 19th killed one of ...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13268,2018-10-26,Ekiti,Ado-Ekiti,Violence against civilians,26 October. A PDP state of assembly member was shot by unknown assailants in Ado Ekiti.,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13278,2018-10-27,Taraba,Kunini,Violence against civilians,"27 October. Gunmen opened fire at the Mararraban Kunini livestock market, killing 3 and injuring 11 others.",3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG13300,2018-10-27,Rivers,Bonny,Violence against civilians,"27 October. Pirates abducted 11 crew members on a ship near Bonny. The crew included eight Polish, two Filippino and one...",0,11.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13281,2018-10-28,Ondo,Ore,Violence against civilians,"28 October (on or before). Pastoralist militia, reportedly from Niger, shot at a hunter near Ore. They also opened fire ...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG26855,2018-10-29,Adamawa,Yola,Violence against civilians,"On 29 October 2018, an unidentified armed group abducted a professor from his home in Yola (Yola-North, Adamawa). There ...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13292,2018-10-31,Borno,Konduga,Violence against civilians,"31 October. Boko Haram attacked Kofa (no coordinates available) in Konduga, killing six people. Properties were destroye...",6,0.0,0.0,0.0,6.0,Yes,No,,,,,,,
NIG13293,2018-10-31,Borno,Dalori,Violence against civilians,31 October. Boko Haram attacked displaced populations at the Dalori IDP camp. People had just fled from ongoing attacks ...,2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG13294,2018-10-31,Borno,Ngoromari,Violence against civilians,31 October. Boko Haram attacked civilians in Ngoromari.,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13295,2018-10-31,Borno,Mallumti,Violence against civilians,31 October. Boko Haram attacked civilians in Mallumti (coordinates approx.) on the Bama road in Konduga.,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13296,2018-10-31,Borno,Gozari,Violence against civilians,"31 October. Boko Haram attacked civilians in Gozari (coordinates approx), on the Bama road in Konduga.",0,0.0,0.0,0.0,0.0,Yes,Flagged by dedup,,,,,,,
NIG13844,2018-10-31,Borno,Bulabulin,Violence against civilians,31 October. Boko Haram attacked Bulabulin village with seven trucks.,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13302,2018-11-04,Niger,Lapai,Riots,04 November. Male IDPs became angry that ActionAid was only distributing material goods to women so they began to throw ...,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13301,2018-11-04,Nasarawa,Lafia,Violence against civilians,"04 November. Fulani attacked the convoy of the Chief of the Udegye chiefdom, Alhaji Bala Usman while he was traveling in...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13307,2018-11-05,Delta,Urhobo Camp,Violence against civilians,"On 05 November 2018 (on or before), pastoralist militia attempted to rape a woman in Ewu-Urhobo. When she resisted they ...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13311,2018-11-06,Delta,Abraka,Violence against civilians,06 November. Four priests were abducted by suspected Fulani while traveling through Abraka. They were later freed and su...,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13314,2018-11-06,Katsina,Gaci,Violence against civilians,06 November. Unidentified armed men stormed the home of a prominent business owner in Gaci. They killed the man and kidn...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13312,2018-11-06,Rivers,Bonny,Violence against civilians,06 November. Pirates attacked a ship 30 km south of Bonny and abducted eight crew members.,0,8.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13317,2018-11-07,Ondo,Akure,Violence against civilians,07 November. The state chairman of the ADC and three other party members were abducted on their way back to Akure.,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13327,2018-11-09,Ondo,Akure,Violence against civilians,"09 November. Armed NURTW members, led by state chairman Jacob Adebo, stormed Ondo's House of Assembly following the impe...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13330,2018-11-10,Borno,Khaddamari,Violence against civilians,"10 November. Boko Haram attacked Bale Shuwa (no coordinates available). One disabled person was killed, homes were burne...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13331,2018-11-10,Borno,Maiduguri,Violence against civilians,"10 November. Boko Haram attacked Jimmi (no coordinates available), a town 5 km from Maiduguri. The attackers fired their...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13332,2018-11-12,Kogi,Oguma,Violence against civilians,12 November. Suspected armed members of Bassa Kwomu attacked the Egbura community in Ibozogi village (no coordinates ava...,2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG13334,2018-11-13,Borno,Gremari,Violence against civilians,"13 November. Two Boko Haram members on a motorcycle fired on farmers in Gremari, killing one.",1,0.0,1.0,0.0,0.0,Yes,No,,,,,,,
NIG13336,2018-11-13,Borno,Monguno,Violence against civilians,"13 November. IS-aligned Boko Haram members killed 15 farmers in Kazaa and Daraa (no coordinates available), 5 km from Mo...",15,0.0,0.0,0.0,15.0,Yes,No,,,,,,,
NIG13343,2018-11-14,Cross River,Usumutong,Violence against civilians,14 November. Militia from Ebom attacked the Usumutong community. 'Many'  people were killed and homes in the village wer...,3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG13345,2018-11-14,Rivers,Ipo,Violence against civilians,14 November. Suspected APC members opened fire on a PDP meeting in Ipo. One person was killed and numerous injuries were...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13340,2018-11-14,Borno,Mammanti,Violence against civilians,"14 November. Boko Haram attacked Mammanti, a town next to Maiduguri. One person was killed. The attackers burned down ho...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13361,2018-11-15,Rivers,Bonny,Violence against civilians,15 November. Pirates attempted to hijack a LNG tanker 26 nautical miles off the coast of Bonny. The pirates fired on the...,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13347,2018-11-15,Borno,Maiduguri,Violence against civilians,15 November. Boko Haram abducted 10 female IDPs in the outskirts of Maiduguri.,0,10.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG27798,2018-11-15,Borno,Bama,Violence against civilians,"On 15 November 2018, suspected Boko Haram/ ISWAP militants abducted at least 9 women and teenage girls in separate attac...",0,9.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13351,2018-11-16,Kogi,Okene,Violence against civilians,16 November. An assistant of the Kogi state governor and two of his aides were killed by unidentified gunmen in Okene. T...,3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG13364,2018-11-17,Katsina,Malumfashi,Violence against civilians,"17 November (on or before). Two cattle traders stopped with their herd for the night in Malumfashi LGA, when they were a...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13362,2018-11-17,Borno,Gamboru,Violence against civilians,17 November. IS-aligned Boko Haram members abducted 50 people who were collecting wood in Bulakesa (no coordinates avail...,0,50.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13368,2018-11-19,Plateau,Shendam,Violence against civilians,19 November. The second chief of the Dorock Kingdom was abducted from his home in Shendam.,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13370,2018-11-19,Borno,Molai,Violence against civilians,"19 November. Boko Haram killed a farmer in Molai. The man's wife witnessed the attack, but the perpetrators spared her.",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13371,2018-11-19,Borno,Mammanti,Violence against civilians,"19 November. Boko Haram attacked farmers in Mammanti. They killed nine civilians who had resisted being abducted, while ...",9,12.0,0.0,0.0,9.0,Yes,No,,,,,,,
NIG13448,2018-11-20,Delta,Kwale,Violence against civilians,"On 20 November 2018, in Kwale town, supporters of the African Democratic Congress Party fired shots at two PDP members b...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13449,2018-11-20,Delta,Effurun,Violence against civilians,"On 20 November 2018, in Effurun town, the corpse of a politician's wife was found with her breast and tongue missing.",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13375,2018-11-20,Katsina,Gora,Violence against civilians,"20 November. Pastoralists attempted to invade a farm in Gora, when the owner resisted and killed him.",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13450,2018-11-21,Delta,Otokutu,Violence against civilians,"On 21 November 2018, in Otokutu town, unidentified actors abducted a female APC political leader, but she was able to es...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13451,2018-11-22,Delta,Abraka,Violence against civilians,"On 22 November 2018, in Abraka town, unidentified actors kidnapped a lecturer with Delta State University.",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13386,2018-11-24,Delta,Ughelli,Violence against civilians,24 November. Pastoralist militia attempted to rape a woman tending to her farm in Edjokota (no coordinates available). W...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG13454,2018-11-25,Delta,Utagba Uno,Violence against civilians,"On 25 November 2018, in Utagba Uno town, a PDP supporter in the community stabbed a man for removing a PDP poster. The s...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13393,2018-11-26,Borno,Maiduguri,Violence against civilians,26 November. IS-aligned Boko Haram members attacked farmers tending to their fields in the Jiddari-Polo area of Maidugur...,4,0.0,0.0,0.0,4.0,Yes,No,,,,,,,
NIG12425,2018-05-22,Oyo,Ibadan,Protests,"22 May. Catholic churches in Abeokuta, Ibadan, Kaduna and Uyo protest against the Fulani killing of two priests and cong...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12429,2018-05-22,Ebonyi,Abakaliki,Protests,22 May. Police in Abakaliki teargas and arrest several MASSOB protesters. The protest was characterized as peaceful.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12430,2018-05-22,Rivers,Port Harcourt,Protests,22 May. Police in Port Harcourt arrest 10 MASSOB members during an anniversary protest.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12431,2018-05-22,Bayelsa,Amassoma,Riots,"22 May. Police and students clash in Amassoma, three dead, several injured. The students were protesting the re-opening ...",3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG12432,2018-05-22,Abia,Aba,Protests,22 May. Police arrest 50 protesting members of MASSOB in Aba.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12560,2018-05-22,Imo,Owerri,Riots,22 May. 3 members of the Movement for the Actualisation of the Sovereign State of Biafra (MASSOB) were killed while abou...,3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG12446,2018-05-22,Oyo,Olubi,Protests,"22 May. Catholic groups protest Fulani violence in several places in Ikeja, Oregun, Olubi and Alausa.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12445,2018-05-22,Lagos,Oregun,Protests,"22 May. Catholic groups protest Fulani violence in several places in Ikeja, Oregun, Olubi and Alausa.",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG12444,2018-05-22,Lagos,Ikeja,Protests,"22 May. Catholic groups protest Fulani violence in several places in Ikeja, Oregun, Olubi and Alausa.",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG12447,2018-05-22,Lagos,Alausa,Protests,"22 May. Catholic groups protest Fulani violence in several places in Ikeja, Oregun, Olubi and Alausa.",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG12423,2018-05-22,FCT,Abuja,Protests,22 May. Christian groups in Abuja protest the killing two priests and several congregants by Fulani militias in April 20...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12437,2018-05-23,FCT,Abuja,Protests,23 May. Over 1000 protesters gathered at the Abuja office of Amnesty International over what they described as plot to d...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
